a0,b0,c0,a1,b1,c1,x12,x15
34b6ee8d,52df77e9,f30fbf4e,ce1f81b1,8fb4052c,8be9ad1e,e72dddcb,47e2ad9f
f1ed8e48,93627712,1a65164a,809d3621,253106d6,a0497092,aa24160a,20584092
1c7687ba,6e2121a1,537d4dd7,160aa016,43a0033c,148814d0,5f7d4f4f,108834c4
fd03bf8f,8eacd3ff,2c692173,b41a92b9,c00198ac,1252db38,60682a70,165ad929
d648eab0,a8368469,bfb58d6f,fd33b1f7,776c7fea,0f684d7f,69fd67ef,d27afcfc
54d20e82,a43ed5c6,093e22dc,68531530,16dd4769,6a1c6d37,19fc205e,4a5f7d17
4f7b4a1f,281e6ed7,0be6fe82,22154230,1684e2fa,c09ef634,05fcf68f,e28ef614
7f0ab39b,04aa4940,2b4f8908,cdca3928,605b190e,cfd9d881,4f4f9902,8b19c889
0d8b1808,7e9e6905,6d764480,ede25cd0,228b6bd4,249d1539,61774480,689d15e9
52390c78,7ee9ac22,77519354,754925b9,af81d2e4,56f7f403,27799f14,07bfd083
0bcb8e15,ab113aae,b49bdb2e,9ab221b5,0110d4c3,bb4cbdfa,be9a552b,314c9ddf
9d379da0,65b0ea86,76c1549f,e40ff0b3,a8868113,04836a8f,fbf75d1f,c0850a1e
db138ffc,5e555058,c086b5fb,84b47ec8,df058b15,bf1a0ac5,41963eb7,3f0a508d
9bc0bea3,750a3957,be53180e,250e0900,9d946650,f689346e,36d3060d,d6873d6e
53809f68,aa933528,201e9040,abb1f30e,0165b9c5,a3f66d01,239e1c28,0846ed0d
74689be6,6d4a20a6,05e675ad,c83b6e05,0abed645,9fcbc2d2,6186e74f,dffba4d3
dd45e96f,d03d9cfc,24bbde53,0f947575,8a518e49,e84af17c,7cffde76,e24ee149
dd9fd71e,503a0238,d230dcd2,68d44084,9b12a2a9,8700a799,1b385cc2,cf00a719
1e03486c,9fc5e5e9,c0f6586e,86681e07,9444e5e0,42384231,caf75866,40384230
06ce702d,0aab8cb4,bb2f7773,ad027197,aedb8747,11537b2d,bf6f7752,b5537abe
80cb31ae,da727c86,a739b301,12fdd8b2,344bfe4e,974e7eb4,2730b389,9577fe34
e02981d0,03c229a3,ea568536,b0769b3f,897c52c1,e4e96e13,6a7e8476,64df7531
ff8e8bd2,aa0719ed,8f438358,2282a9dc,087535a7,236878d2,2d418b1a,016a509a
a4aa627e,08f316a3,d3060ea9,51ed4be8,9902889c,7efdfc54,53a60c97,6f1cf67c
8a112193,95059996,86b137e4,2143f510,a471ae07,8ae1536a,86a11675,aba1667a
2312483a,2e7498ef,6dce3d75,2b41abc1,e41bd5f4,be88e777,6fcc756f,b4c9ee76
bf7b9113,9f2ccc4e,bbbf7640,31f4cf98,9507cf6e,dcea7db2,b1947740,dcca7eb2
37f26e2d,10325a54,e69ed752,b3c0c607,72c74b8e,ced26d3b,c46ed75a,ec126d39
72fafa70,45c3d030,c73a7254,99f1171b,cff9a51b,0a555f5a,c5000274,82654a51
a28d1012,1a994e47,bf7488f1,d920fc1a,f556cef4,53ac9ccf,1df988e3,9aac1cdd
ae87dc71,a53549f9,79ee99b7,b40461bd,0e4af6b9,e57f491e,d3e905f7,457b681e
dc24a1f3,78724f0e,c0421a74,bf0cf986,08d7ab5d,f706fddd,9066ba27,c7021ddf
6438fd6b,31da08d9,3c0b25e1,30bb985b,5b824ca7,50fb6cfe,5c13618b,70e36ca4
47d7790b,433adf38,dbc23aac,9d13dcbb,c4204fa4,7617a191,dcd02aa4,f3053109
bc7ac97e,5a59bf77,a9660deb,49645909,8dfe5e26,d51d5333,3d44ccbb,94391232
950f8097,ff0dbdc2,773965e2,59490c21,82bf85d0,e796d70d,623b65f0,be96df0d
f9401441,e0789af5,16ab6fe2,55bb4e3f,57144001,2a8d270d,a7eb7fa2,3fa56d39
d5561c76,a11eda5e,19cc6031,94f6d43f,e369acd9,ec83f4fb,599a7437,ecf5a0fc
f28e498c,6eb1bc03,9186dbbb,e8ac19f9,051cd030,d399a302,f30a93bb,bb35ab33
5d9ee37b,6ac13a32,15924fad,876f48b1,30e88452,7dbeccdd,4d9aedcd,7f97c4fd
79e2216c,c5ee38fc,8ea94dda,1cae4479,a73369d4,065fe9c9,ee694cf2,06d3a9e1
a7c550ca,8968e94f,74513503,747db348,0a04db20,16a5773c,f7152549,16c94574
1a67ecd6,d5312732,9d29a68b,9fa18f44,ca561a8f,b1745024,874e8a1f,ae555d20
4d180f74,7f1d7cdd,d0349e1b,b3816de7,1c11b297,4a0b1e63,913c905b,690b5221
996a92a0,9ac36c2c,2605f136,253dcd3c,fed41c2c,e04b7747,2607e136,c45e3747
9c0c9db7,9fc8905b,f485adc1,63af28e1,98109f4f,30c9bd36,f08da0d5,3341b536
cb8a1103,ad38e73b,522ac9ea,3e7cacdf,8efce272,bb2ce50f,51aac8eb,9968e146
3845a214,5f729890,c8c52b6a,fc0d93db,0c5f6db7,d9aa5c33,d8c08b6e,89a7cd30
04bdbba7,27460a2b,4441762c,39ea78b7,bbca9027,39682849,40cdec28,21e0304d
904612d1,cc741263,1ab1afab,8d1464d8,51899b85,5447119e,8af5af6b,d953115e
0d86979c,f5c352b1,c6b36f28,e9db6e13,4cb5d40b,e612e8ec,cfb5e9b0,4f40eefe
180bbaf2,36659fb1,823d509c,def26204,a3001de5,76f8630b,923cd2cc,e298610f
302ec49a,9d872f64,b7412bcf,fdf58f6a,5402a09f,7d8e23b8,b745af55,b40bacd2
37c387f3,b10498b5,5db3f843,4a4cd5fc,49d16015,22e4e3ba,6d7278e3,6aa0331a
20c99726,e4f2ed46,3e43a1c7,453d43bc,19da2fc4,70857dca,1e4b23c5,35ad3f4a
c2252c91,83562a55,259c6118,e420d45e,c23e4258,8aa13c0c,65bc4919,ca817c00
23dff098,1403ec19,e6730891,ce6e0742,4b39338d,caa3d0b9,e569d801,8489d7b9
fa268b72,a57dbf71,9c30edab,c7bc5aa0,f4f8f08b,d90394f2,cc34e6d9,9887de52
46051c15,2b07e0bd,6e37a475,3916fc68,84701114,d6698927,6832b474,ff7f790f
07f4e93e,ae167f3f,905ba4e4,f4d81809,f8a4adb2,1d7164c4,96eb64e8,49e174cd
de447384,30ffd259,e9768e04,6361b5ea,303bab3c,a23ca626,e932ff00,a27c9746
bd9a1359,826766bb,2b31dffc,57fc7798,328acbe9,a4698f42,9bb9deac,b485aa52
cd8125aa,af15524d,7e630b8c,f4f070ec,9b0afffd,39484440,7a622e2c,0d5864e0
3fdf0b35,1984e88e,12df75be,0cd3ff52,8a620a5b,4ef83d37,011977ab,4e3adf67
4b84101a,7e5efdca,4328fc86,6fef16cf,089252f0,d91017e7,01acfc9c,bfdc11ed
a5707805,929279cd,8cde5f13,c73e4c50,a40aa1f1,69809d3d,a8ce0717,6f98d52d
646e619c,731b89c8,bd21c7ef,00ea1f5f,f46b2764,7ec11ace,b941e763,7ea114c2
96ed6c12,fc368a68,9a26ccc2,4d0eee45,e907fcbc,b22d42d4,8e07a8d2,b72d2490
8501941f,e5da8dca,9606a9d0,79be85df,2753c0a5,af2c7918,1607addf,efa47c57
7139b11f,ee77b000,6db3d534,d60abef8,ef091134,220d1062,6c8b7420,2207b052
77bca8f5,2b1c7fb8,0d519054,1185fa71,64840822,d9d79fca,4ac9b0c4,d857edda
6ef6aeb0,f8382de9,25768702,5c34c1bf,43c23044,fbd803b2,0f848ba2,e3e8021f
b0f6c30d,1d7827c2,4f1ac5cf,879f3fb3,5ca85d2d,afe555a4,4fca87c2,ae756f07
7ce266fc,b3ebdf9b,34a88e8e,fb981a07,dba39a2a,e0a67768,5ce8ca3e,88ae7769
c4261a70,ebfcfd0b,6458b326,438bcc40,3e9dc5cd,ebe1dd34,a078ab66,aae0d574
6e4fc93b,41d67390,c500d76d,fbf2fc76,1f4a1370,7ec42853,8b0c974d,24544833
9a044e77,cd1de701,28c47155,4774f7bd,e5b5a3da,212d4b47,20c43506,210d0fde
4180cf23,caa761f1,fa662401,5bed087f,221acf5b,a3113d3d,bae6aa23,ebbc3517
63622d31,50fa9f33,e310f53a,5b748100,a3b32c96,0a7a6180,8050d41b,593ae080
d443bd1d,1d82e40e,715caa0e,fced6086,cdfcf85e,36346fe0,a11eb61e,e6586fe0
8df2e89d,6e1f68d9,d991144a,d35455e7,1128ad7f,1a3a6e55,d4a3d4ce,492e2bf3
2ded5a8a,742d5a47,bbd4a5a1,cdd04421,32396be5,e8b72d25,bfd0b523,aca72d05
4ec363c8,59e61a10,f6e8e2f1,d07bb652,727de6f7,fd39fbd4,fc6b8231,fd224f96
d99fece1,30a60262,ea9f9c85,9526adbe,25e38169,8cd4d5b8,fb9a1c84,99d054b2
2195c5e0,77426522,dfab378c,a4660352,9b3f5d56,4e68f446,ffbe37ec,ea0cf416
aebb2043,d650d060,0e9fb851,c5189578,1f61ccc4,06a17441,86aeb851,c7b16061
973341e6,4ce97ecc,e1b73d36,a19dc9c8,8499959c,1bf53509,61877c76,9be5fc49
020101f1,90066fe4,89df2d7e,9598a56e,7da8d68f,4c6787cc,89df2c1f,c9ef26a6
c1b1c341,abf61f55,bfcc171f,989509b3,9f61d86a,55ae0326,bf5dd41e,453b0215
4b3b485b,85edf8d3,ecb3b16f,bba0de87,54427a6c,bb74ad13,ad98b174,2ad42f94
89eda3cc,601c0b6d,12d68864,7614e025,e0dfe6b7,d01f9f5b,921729ac,d01f7f5b
71cfb462,b747df07,422dd017,7e8f83f2,18f31d35,4f585251,63a95035,61dcd063
2d0acb0d,85d04c98,a5aa69f3,1cbe6953,1708b861,fec7b822,a5a2a9fa,ee5fd873
349d9937,501c5fe8,c6bb36c9,9078f2fb,cb500064,bfe8292e,d6b72fcd,2fa07ba6
ad4fb1fe,9b36b8f4,3c0f2993,a7419279,2fc5a2c8,2665a75b,984c39af,8224b563
d6113661,cfa96a98,ce3a4e9a,2e4aec04,0e1d14c7,5be7addb,0e2a78db,5be7c1df
816c7e41,921bfa7f,7ab0771b,2ca01706,85bbb14d,9cf5ee46,7b903d1b,9855ed44
14094017,f002bfbd,e1f79bed,e1da5f1f,3acf939b,e0d0fabb,e1fe9beb,2018f6bd
09ea3b16,eb26f738,806aac92,f0b3f0d1,74e7e97c,a34f0b03,89aab696,33ce1b43
157f19c0,952676d3,96799f7d,b02584cb,6d4ccb60,39c11ca4,861386fd,89e19827
4a52ef66,26a357b5,33b6cbd5,5ab00ec1,7f4bd203,e399596a,7bf64ef3,bb395dea
90e600a2,6c19a8a9,0b7bab2c,a2fc3315,c252bf89,71cb4671,8b39ab0c,d3835571
44fc409c,76047487,b0ebc3cc,656a956e,5ae81d27,e9fefc1b,b407834c,cd96fd3b
fd2818f6,56805801,3c3f00d1,1f841fb0,ed1afcc0,daecc2df,85370011,c16cc65f
a5deff5e,baba5624,35741aff,8b6496f8,8b55269e,2b989bfd,14ba6ae5,2afc8b45
8b3d8fa6,00391b08,8b33ae2b,1e261e95,ff3d4210,a30483c1,0037a72b,bd009bd1
d7d745e5,de1dcaab,e26c9a96,70002e92,eaab4e80,ead99dfd,f6fa9eb7,dad999ff
309b0641,3f9dbd61,e446af0e,e9ef56af,cee0488d,01e65cf9,d45fab4e,e08b0855
17142fbb,e4213c4d,0f40a171,2137d1f9,d920cd76,51da3522,1a40804a,70dbe41b
7c48ce89,9595829d,0b72e9cf,de2ceace,dd1b1504,a2b69f02,437a6f46,eaba1d8a
cb2cfb1d,655b75cf,6bf06dbf,bcc943a9,5ea642e9,d18b92d2,60dc5ebb,e94291f2
f363e239,0057edfe,3c12e6d2,f3acf03b,fd953f6d,37cebbd0,cd5024c3,c64e6bc3
04f27b01,11599c60,969dda78,fe7b6dbe,4ad1c47c,d7f7b927,961d8278,8dfff13b
0841d1c5,8bfaf9f8,7f6f3844,73866d3a,6211b204,82fa81a5,772e7980,e378c89d
894acb47,9cc698bf,773b09ef,e90fd0c2,a4d4bb94,3baa97c4,7f390aec,13a897c6
2b49b123,8b11c0ce,af0f4778,67cdf243,760e3002,f00bfed9,8606f778,95060e99
c4763fdf,07289eee,4b3feec7,80cd132c,86b473be,57e9164f,cb2bc397,d765174f
e8b69ca1,e3b4660f,f3d1668c,4f6d157a,e46930a2,9713d8c6,f345722d,905eccee
bb60e815,98d0a0fb,7cb1e89b,c9e017c3,a6c4db74,d129fa18,46b1809e,d929e99b
cf134d1b,0f77a847,25dd4a4a,6a404358,f1207294,df837ec6,ebce0259,b5c33c96
ae8dfe9b,0b702194,427be0cf,13efd439,e4f383e5,d096c6a4,ecfa42de,d3154695
79156cdb,b058e2ab,eead010b,c6d13bad,1224041f,4d77362f,ceb9659b,cf27148b
deb9647d,2dfe3a40,beb24e70,c69e2bcf,b80bb798,45fb7897,2a034a28,c16f715f
b81e4618,ad10d89e,cb80a92e,b8630198,957b30e7,4f713a53,f38ae936,77123a4b
5654f5cd,64f34325,9a24ea6b,069cbb52,a58ee378,d3f179ba,da704a26,d3edd9ea
8beffd26,40cc84ab,35c97b20,b4132208,085180c5,068e07c9,3d447f06,069f07c1
db8f8911,bdac4a61,ff020797,138877a4,2bc6f0c9,5907196b,6d088f97,4b0f2bcb
8ba7994f,e8737a51,4679ce7e,be6f787e,857b240a,78e5e1df,4f79d635,54edb985
329af9d2,a565c90d,b14a3c85,5b79413f,6c1275ad,1257e223,b1588405,5b26e203
d21c4156,dd93b1fa,5528bc72,d7e0b7f8,8e52a221,e0f42aa2,0728bd20,b334397a
7f9be0a7,1d680228,a5ee4970,d7307b60,a5ba9f8c,32bf80a1,9d7cc9d4,a2af9981
1cfe7368,06436784,d1292ce1,99c080bc,510f99ea,8b6ca135,c5655e89,9a2c2119
5dfe40ef,554da141,2b9e65da,bc52542d,e088a89d,d3734bd6,3e5a6516,67334bda
d4165417,9054f681,8d9fff53,29df8bb5,d05a8942,09a0a8ac,cd99ab50,09aea32d
53ab2f26,3137539e,13a25ab7,ee847e99,5f77eaf0,a9396bc2,51a27391,c73953ca
5499a5b3,2a4c51ea,c4d13478,3df02e81,355f9741,072f9d31,d0c0b0db,1a3f9bb0
3b456f26,44ba4a55,3b111a5b,f4bbda1d,431ac69d,23fa6fa9,3811165b,275ae7a1
7aaaec6a,cebfb4e2,5ac8626c,705ec081,e4094b36,99f40338,706a8e2c,b9e2c3b8
743a5c12,b567f77e,a24d4bda,b9d578ba,dbd8c032,0e99f9be,c6775fda,260cc9b6
e9ffe217,efc7805a,1459ab3b,eb59221b,39d0f1fa,ca69b2eb,d44ecb3b,087892eb
cf66593e,85261a3f,fa308f45,f9984504,0cabba95,5a217e13,73348f6f,d3a97e13
62f92f9a,e82063c8,1928e8c3,4892c550,a2a4e4ab,6f3bc0df,5ba8efc1,27bb459f
3970eb29,7aea0854,8330c44b,7b313ffa,8e26c416,b8b8cc44,b3700c4b,c8b8c006
8e61ec42,fd8815a1,1c80b4c4,581d2006,6e7b1a33,e4f70f88,9ee1b8c6,f4e60f8a
a86763c5,5a5e2d61,c5c0dd30,e284a6dc,7f928ab6,698fa0e8,e584fef5,490b063c
36d4f8bb,3d3a9ae5,0ff0690a,54a84d98,2bedd6f6,38d3a5a0,19242119,2c53e9b0
28638044,2c4daa1e,5d7d0371,7bf89582,4432aa6a,3cb7f423,751e0335,54cff423
019d4ebb,173d9bf7,19901184,efe8edde,7ec4f552,6e071f73,18095f25,07ef73f7
c4dfea27,0fb8938e,44d735d3,05006970,4e5ca9c0,ae73ac01,04131fd5,af738441
56e3b70a,1dcdfb41,5994ee86,94496ad6,7cbf9e30,be527658,19f6cb86,be121608
8efe3383,d1303d47,35e61657,63ae4ffb,019c6e7f,588667dd,b54a0557,182a24e5
3eaee7b2,161f354c,9030f75f,44159ffb,a1c98c48,e5450647,a6b6565f,e1519f47
81821715,0b8bd57a,fd7fa77e,2ef7c319,a402f1ff,b4ce1c24,7cffa37b,9a4f1c25
7e3cef32,2f834005,130cf72e,02bafda2,5edee05e,cf5d01e6,6310573c,cf45a1e4
7971e395,f482f8ba,bb9ef0f2,c58d9b43,1b238344,cd00646d,d2bf9366,08817f2f
04c0f3b6,ec046ee2,6826be27,b737a0c5,c6dfa746,dd961611,68e67f83,ff859695
98b42844,ea132982,8e226f62,aa8f416a,f31a7dd4,130cdef8,96226f26,1b059eba
2b6fc45a,326e043e,6d91d653,2a5fa7df,6a1f4126,7b7cb1bf,65f0924b,732db4a7
2526f7f9,4babf8c1,9e25b485,d830f097,ea14ca13,a327eda7,bf038655,2317dd35
76b06304,9ca2c87e,ac815edf,8e3d49e4,5098b9b6,6337775f,e8b13fdf,ef0f369f
469a7975,a044df63,475a59b5,e7f28b58,500ab394,49824636,075031c0,a9c04e66
c2f27853,2b77fd35,fd15e8b9,efce6fe0,32b07177,b1ee2f71,fdd7e0fb,b8282331
9f7058a8,f8396d7b,ead0a779,8b1d35ce,e30661fc,57fab704,f1e0aff9,5ce7b382
721452f3,deb8c4aa,489d3faf,7d160f5e,482cabc6,cb5fdde3,5a897dcf,df4bd2af
a8a3a8e0,e8f35b4b,e3421938,1ac244d3,2e7db41e,e2e2cb9f,63c0b178,e0608fce
bfd5e159,024e4374,4764ce42,17fa1fc5,db96bbcb,99797dad,deb42e5b,88a16528
60b74fbc,0413510a,4301c783,fa533998,e9b60f65,05aa3ca4,23a489af,edab24ac
c5fa9afb,8893bed3,3e92fd85,2741bb06,9e24ac45,42146f77,3a20ef17,44157d71
d02fe54f,c38c2447,adba531a,511c64a9,36196317,3f5ac8da,7dbf165a,6e4e8cda
d4479161,f69b7552,2b3f948e,668d160a,4762fc52,a2c2e7cd,bb7e158e,824be7cd
e56f78f5,bdecfd91,b8e86670,b3290ae7,1cd2439a,abaa9612,19c65e71,0a829c11
875a6ac2,39e332db,73da75c0,65f5e3ff,2e411739,87bfc1bd,74d85502,821fe05f
6eda4e5f,a040d3a9,e760bc4e,bc2c0b42,f7a134b6,dc69fda2,a1a0fa51,c849fea0
49928d9f,93749607,5310bc08,1cd2299a,6c231bb2,329c17e8,1a02319d,2ece1e78
47d79c14,5f0f9da5,918f8523,56d1aa70,b1c6c048,7bca6e4b,d74e9927,3d0b662b
3133fbdc,f4c143b3,2e0b105b,eb58f29e,4c9b38d0,0ab3f22b,1e196b1b,a2eb8029
4995f966,7f65bf9f,aacb5414,390d1e31,3fa37a60,d319fe6e,ea4f9572,d31dfa5f
fa93213d,eee6491e,e5715ca2,6129fe21,8d10631c,7d138065,87e37ca2,1c33aa65
b98cfde1,0547b55e,07aa0f92,08cda0a7,314a01d6,aeb2128d,37a6bb12,aebfb20d
95cbc499,17f80a52,03ddb1da,d3a72b77,11af6c28,60fb57f3,079ef5c2,62fc7581
1c83987c,7c74cfcd,b7e41aa6,c8d945cd,485a6af5,8fb2a265,a3e69a9e,8fbaa76d
462b9b44,9bd5232d,43fd23d8,54e7328e,3f53f24a,6f0510bd,47ffb29c,6b8300bb
daea184e,4ff336cd,5dbeee15,2083470c,fcad03b5,62818689,cff4fe5d,42838381
92c86ad5,60b606bf,e0674187,26b6c54d,af33bee6,25cf8e5e,62e769d6,234b0e17
f73c7e64,4ccc1de6,3516776c,3239b072,ec078b62,caba07d5,951e6168,eab397d5
ab0cdd72,f9dd83e6,b2d82433,9d876c73,9aa0f504,f9c2db8d,91d47051,f8c7bfef
9feaae31,4da2940e,41252d96,495e09b1,a954509d,1a3a1011,c5c7a987,5a6c1080
a3669702,495273ad,e3d2b005,9efdd8b6,f538c00f,374d12c9,43b02307,ab25826b
4924cfd7,b32337dd,4d775d0c,d65127e7,688ac741,8a2e5df8,04579d98,582f7d7c
7a7be4fd,abf063b7,f95c3043,b830e6e7,ef68bfe3,9085fb4e,b944f417,90953f0a
2c25c998,7c321b53,dd268c8f,e1189c56,e6834d71,4509d844,d507cc8f,c519cc46
b3f4a204,d41aee66,13219c37,9a069db7,e639fec7,056fab9a,21019c37,176dbb3b
90702026,71447c11,e59c39ad,055617c4,a95a9b7f,33de77b7,758c198b,33c870f3
7a1a1c24,549c01f9,27eeba80,80ef6d5e,b7979baf,58648914,45e4a284,d86f8142
8359a8fe,86a02d2e,7d54d4b1,0c3e8c1e,b7556408,c686ca0c,7c05dc97,c6b2c20a
3c1a2539,de576f49,5f64c207,2b679cc9,8677d622,864fc340,4764e32e,8e6f5b09
bda2d774,978b3ab2,53ff3877,2acb669d,88f11078,a0f46c6e,4edd3a37,aabe4ee6
ada88862,9e0f2fb0,23f01def,e6f08fa2,d41645ab,d4e59025,2bf815ed,96f59a27
e8e561a9,a38c54bc,01609015,53909c66,1a37ad67,4d4013d0,a9c1f19c,5cd08b92
a199fe80,927e0f2c,1cad5ab9,23aab37c,d40312d3,9ffa44cb,1cb44639,9dd255b7
ed9dae6a,190a0cd2,ad052e87,c009cda6,36071a8c,cc340433,800828cd,cc3d0035
553a07d2,34138b32,a1a74700,d81cba29,d8af51f6,574a5a5e,e59f45c0,9f56c05e
3afc49f5,50f8beb8,01db6285,c4f6fd11,9fa45aac,97028f34,0b872291,53566b24
d9b8289b,1d45e41b,c0b18a06,c580c691,7b467be7,0f4955d6,80b1829e,4b49d346
ea35b80f,2e7d8e85,312fcb3d,13c89eed,8ebb99b4,0b1f5112,912bdb3c,0bdf4733
aea17066,23212776,1d1d1164,be3c32f5,1848278f,df1ebf0c,373c1104,e536bffd
520bbbc0,ca8cbd17,bdd45fa3,3ba03737,51a17ebc,477ba94b,afdddc23,5c5baa68
e93130eb,73eddd85,bcdb16a3,88f01b04,1970d036,a0fe5805,d4ca1600,a86e5105
2a94ce18,4a9fe735,e7eb26ce,e6111060,dc57f50b,454771b9,e56b24d6,c3476199
3899ecec,aa108792,56c504bf,e1b1e97f,f63a0021,1058fc1e,4ecd801f,50787d2d
245009a8,2258364f,00a93002,3be36593,8898f812,dad730fa,20e9380a,f01774eb
ffa6ed8a,06961d7d,c0b0ab35,494a579f,b57d57af,e3be9592,7312e3b7,e2f4d700
ef3d9282,a09ab1dc,19699776,0fb302d8,45e60b23,6458e209,fc5505f4,6168e0d1
880593cf,671f3cb4,e3c65de7,e74c06e9,679c568b,1c299a66,e3c75fe8,1c29984f
2351bc54,2debd434,606bd45d,df1c34a8,389acf2b,f0ab61c0,613acc49,e5bb71c8
ad4b5a62,8ae32e4c,4d8c8433,4d7f189e,70b91e35,68ca6e9b,e5c69453,20907e83
978a2b62,e577ef33,e545ea44,b0c9bbce,90c61361,9127ce5a,f0c5c206,a1a67618
d40fdf65,52dcebe3,cdaefeeb,a64718fc,14f8b00d,ac45a743,89aaa58f,aa41bfaf
0a4e488e,2abd0065,71d814c2,e828bccd,25cb68e9,9bc8f8c4,7b9e5c4e,93e8d048
1a3b9368,060c2993,7b5818b2,0c433e21,d42967a2,19b18929,69791a92,19b08708
33e394ce,d577f142,ce6c93ce,f9b60c58,786017ed,3c57971a,ef6f1740,95419312
a0e78391,555e9197,85567165,52190afb,17dd527a,b0dd6ad9,85d5f2e4,f2dc6830
2b2b20f5,e49d6b48,f5b52095,507c821e,953a2104,4b65a638,d49620d1,1b41a434
abd3d34c,2cd4e99c,d0d9a6e8,125034a4,133e3990,883269c8,fb1b76e4,9a7279cc
6a504981,425d46ad,e3c10ced,04c72857,48b46433,79c2279d,e9810c6d,7903078b
14d35732,a09523f1,a4a28f04,0098ce9f,ce67501a,f80ed275,a070dc26,f89e90fe
5911e368,3cb572ad,85198701,672bfff8,2daf24f3,fc49b154,9409c549,fd43e70c
cbd0c0ed,1addcdd2,dd3a39cd,05aca78b,89638144,8164a18b,5eaa7949,80c8a509
d33833be,0c4bf3a8,2d228540,ced240fc,ed73a17b,7c39d3cf,ec1a97d2,bc29931f
d3db8b6d,f8d01365,8d3cc121,24251041,3efe5382,e4ce3c62,4f36c144,e0ea3c23
0b9417ec,c445e897,00c5a9f5,98bdc593,3142db9d,1298d04e,01c1bafd,829dd14c
d1e7b776,eef475db,08d7be6d,bed8c7be,e7f76fef,20b50937,09d4ac59,28b50b03
e85bbf16,85640a6d,45f991a8,68a2ee25,c36b225f,960da588,05f2b9ba,d60f8da8
946504fd,84fdb941,860db395,bedd7608,2867681d,d702986a,020db3c9,7b9ac862
0cde43ff,ab7125cd,6c824c2f,5f5adc9d,1264caf0,6facd712,64960f12,76bc1b0f
daef833c,76206bd3,d9f5d3f5,40132a7a,3e71c152,e2cee979,91b451f5,a2dfc379
9dc98a9d,39b5915b,348c8d0d,e844762e,21f546d8,9eaa3622,2ccc0f8c,96ea6020
42768717,6a5e27d0,13b4fe10,edc3eb72,71656206,3a1daab3,1186fb06,331eebe1
1d990d1e,012009c1,d960f45c,0a1fe139,de4c36e1,a7bfe09e,c468f95c,adb3c1be
7fec9a40,a3ab4876,99596008,7c1f7200,52369c19,6ee8d17f,e8d5f048,1ef5817f
dd309b82,22889514,ad546c14,6939f2dd,88b3d62b,07797561,25646f16,2f40377c
7735de50,54ba43dd,5c8e83ce,e78750c0,680785e8,603902f4,68bb45de,44bc42f4
4c9d4330,8f3bd197,0b41f0ff,5c653c19,b073e301,7388ada0,0749f2ef,6fc89db0
f2eacc2a,5422faa5,8faa319f,1dfcac11,fb29c307,5a65c2ec,2da039bd,576deaec
7912c36a,ed14d8e0,48879d21,c9d96672,1759bcdf,f09763c0,3087dd0b,38de07f2
f036d0ec,0308a027,8432e4b0,e606e701,15b8b943,ad93c281,9402f4d4,ab93c381
e02d4242,75173f8f,0a587ea2,a6eb05e6,e836c708,2024aec2,8a793ea0,a405ae44
2b2a4d86,dbd277d0,6b9a7331,7fd7491f,c55dd6f0,6cb43ddb,61907231,72333cdb
5907c8f1,15dde973,b4b68a81,ee63a879,5034b26e,f0b01e81,f5b7c290,b4d11698
2d4c05cd,8860cebd,f894c1a0,b3e50145,437570b4,23026d62,f190c5a9,a0076d63
daeb41c8,1734b22b,400555c1,c0231e51,663057f6,054775c1,10051409,45477190
8283f9ac,6692ad50,86d46db8,f2a9bc86,1cc999fc,b3f72c91,84d75d14,c1fe1815
d5c1774e,0bf71d4b,be0573bb,c18aec62,d89b8149,2635cc8c,6f4567b9,e73d408e
9cd0a158,02cd612f,7e86cbaf,4561ab25,6b1de890,47aaa8b7,76564ab7,06ea2192
2842f28c,8a14eb29,01054dde,57f7ef5c,95339598,ba9edfa3,09073f5e,adb9b1b3
a8544189,3d3f38b4,66f15133,9244e2a4,41e67ccc,58553bf4,4ea1113b,48157bd4
1d367d58,1955afb1,74151ecb,d6b98055,728098ca,afa4ab74,7d012b93,ed35ab25
29697d04,cfed1351,28daa738,0dce3809,7616c672,c8960269,01b3f238,c15c1268
c3f069c5,e2dc00dd,afe3cde2,f8430fa8,b21cf585,f9248c21,ef23aca2,a9648929
714e3e57,5212dc9c,91a62760,4816df0c,4ae65128,ec0d41d1,81e22b74,e419ccd5
ffd8c034,5b59cc0f,ada1db25,897a1c91,b41ee167,baaf3bf8,42e1db05,33ed37f8
f2a89768,7e998f53,cb4b8e7b,2214ab74,66a32b00,856142cd,db630a3b,8571e29d
bd4b90d2,105c1864,120bf915,05ba741e,916f987e,06cfa272,93087907,07fda268
f94c6822,f50b874c,d4068c95,4c297312,45c39ddc,66cac41a,644e8495,66c2d60a
2ef6c044,b135f451,f5ae1963,60d66df7,674d886a,fb25dbaa,f3de5963,bb75b799
f1289437,f5f5e3e8,73e6833e,8dc8ba18,06b6f7e7,3de41ec1,82e69739,bca40ec9
c21b7c78,5b359fd8,df624a6e,563e0986,f0f976ce,8c2ebbea,5d6a227e,8e22b2ec
a09a607b,d08cbb35,dbcf788c,1b64ed3e,d68ac349,674ec73a,dbcd18f4,654aaf06
25b3210f,67cc871b,e172761e,2ac50857,4de8fe86,b96d9974,c1525713,93699161
2c519f52,baabb0c8,4357202f,c596b455,d08fa7f0,10d77b5f,6b57373f,50d36f4f
e714d656,fa06f496,e9528b54,a7884921,f64ea26a,aa56498e,ed52dd00,ae5e09ae
