a0,a1,r,c0,c1,expected_value
fa630da7,7c136524,f790c610,0df3cbb7,8b83a334,86706883
6f2e96ed,46710887,20127576,4f3ce39b,66637df1,295f9e6a
7fc35915,b7e2963c,a2336130,ddf03825,15d1f70c,c821cf29
86de4971,1d7e5ca9,35158dc0,b3cbc4b1,286bd169,9ba015d8
56d1c8e7,6073256c,e57b09a7,b3aac140,85082ccb,36a2ed8b
0c402748,eafddf46,011e666e,0d5e4126,ebe3b928,e6bdf80e
df767861,67ffc885,0e52bac9,d124c2a8,69ad724c,b889b0e4
71fc8e66,fe90cafc,d3bb9f6a,a247110c,2d2b5596,8f6c449a
3291b91c,8435ae44,78767a05,4ae7c319,fc43d441,b6a41758
64ed59b1,68c7cd26,9804ef23,fce9b692,f0c32205,0c2a9497
58fbd479,76c8d39e,175282d3,4fa956aa,619a514d,2e3307e7
dabf7b8a,5b84810d,c8f96d3c,124616b6,937dec31,813bfa87
56f7f5ee,c64bfe26,bed9770d,e82e82e3,7892892b,90bc0bc8
2dcc6685,69a13040,b61296aa,9bdef02f,dfb3a6ea,446d56c5
db7c5a3d,e8ce73c0,23392c96,f84576ab,cbf75f56,33b229fd
48890cc9,ae1bf492,09c64b4b,414f4782,a7ddbfd9,e692f85b
007f5710,4e6b6625,d93564f8,d94a33e8,975e02dd,4e143135
06520da1,61cf3335,d980f9aa,dfd2f40b,b84fca9f,679d3e94
84d6f960,c4e253a5,b294fcff,3642059f,7676af5a,4034aac5
43623283,b0431c9b,5ca23c08,1fc00e8b,ece12093,f3212e18
bcca1198,c06cb19a,cd2e3cc3,71e42d5b,0d428d59,7ca6a002
90f7e6fd,4c7a884e,f6153824,66e2ded9,ba6fb06a,dc8d6eb3
02d6d0a6,1393404d,cee70e60,cc31dec6,dd744e2d,114590eb
5a455de5,0d9f8199,ad3cc943,f77994a6,a0a348da,57dadc7c
7034cc31,27468bfb,28e89db0,58dc5181,0fae164b,577247ca
9425614d,bfcb1bb6,e2a74b4e,76822a03,5d6c50f8,2bee7afb
2952b16b,81b8bd0c,d92ac0d4,f07871bf,58927dd8,a8ea0c67
581390e6,223655c6,c9e3a0a4,91f03042,ebd5f562,7a25c520
ece4ac93,ce2075a5,655fcb58,89bb67cb,ab7fbefd,22c4d936
fba34463,30224291,ebc154ee,1062108d,dbe3167f,cb8106f2
cf8fd0e2,0f1273d4,9b3f0ced,54b0dc0f,942d7f39,c09da336
49c5beb2,902f38ee,23b72f68,6a7291da,b3981786,d9ea865c
f9e1ad6c,612cc5af,ed1c76b1,14fddbdd,8c30b31e,98cd68c3
5a8de86c,7aa39e3f,45bf72b0,1f329adc,3f1cec8f,202e7653
83767d7e,d927bfbb,71c372ab,f2b50fd5,a8e4cd10,5a51c2c5
849760fe,bacb0a8e,f2fdaf15,766acfeb,4836a59b,3e5c6a70
8d5ead56,0f49864a,09c28fdd,849c228b,068b0997,82172b1c
443b3d5d,3d10b556,dec46329,9aff5e74,e3d4d67f,792b880b
71b632a5,1f491454,bd992e2e,cc2f1c8b,a2d03a7a,6eff26f1
ae70e42c,3df10206,0820a3ff,a65047d3,35d1a1f9,9381e62a
22510c4e,da37cfa4,ecdfa4f6,ce8ea8b8,36e86b52,f866c3ea
570d94b3,c3ef48c3,c303e464,940e70d7,00ecaca7,94e2dc70
22fb9820,48990258,0118a13a,23e3391a,4981a362,6a629a78
658ff080,159df390,031feeb3,66901e33,16821d23,70120310
98dfe46d,84535a8a,d0c6c2b0,481926dd,5495983a,1c8cbee7
2abdbc8e,acd54468,c16381a5,ebde3d2b,6db6c5cd,8668f8e6
e4e2c2cf,3d1a9440,64b60176,8054c3b9,59ac9536,d9f8568f
1b313e17,8d95173a,8f2bb0ad,941a8eba,02bea797,96a4292d
4d5b6cad,15584ccb,ce01e7c4,835a8b69,db59ab0f,58032066
f07ceea7,07e31a8a,3e570327,ce2bed80,39b419ad,f79ff42d
75b464dd,b1f0fb36,fdffb244,884bd699,4c0f4972,c4449feb
4b1ff823,3315bf0d,f7a212e6,bcbdeac5,c4b7adeb,780a472e
1306800c,729415e7,8a619f14,99671f18,f8f58af3,619295eb
c95e8a7e,c9fc9ab0,0ee1ca60,c7bf401e,c71d50d0,00a210ce
bd455818,c095dbb4,dea6d57d,63e38d65,1e330ec9,7dd083ac
682e1b6c,c7c44606,5f898d10,37a7967c,984dcb16,afea5d6a
ad61b87c,d6be33e2,b0fae042,1d9b583e,6644d3a0,7bdf8b9e
f75d7516,2b34dce5,cca126b8,3bfc53ae,e795fa5d,dc69a9f3
36557316,ccf45761,ee1e3b8f,d84b4899,22ea6cee,faa12477
c8dd7c7d,b183db36,5c978c24,944af059,ed145712,795ea74b
349805d6,744cfc77,597837de,6de03208,2d34cba9,40d4f9a1
7601d29a,0e61f8cb,55dc1db5,23ddcf2f,5bbde57e,78602a51
e62820bf,d5d633fe,3a96a1f5,dcbe814a,ef40920b,33fe1341
44d1bb24,eee5bc73,b1d86e1b,f509d53f,5f3dd268,aa340757
a74a3bb2,cb97f071,1fb75375,b8fd68c7,d420a304,6cddcbc3
f0d09795,98685177,1ac4ddce,ea144a5b,82ac8cb9,68b8c6e2
5f38870d,45bf1ee0,c43136a4,9b09b1a9,818e2844,1a8799ed
dd93bfd6,885c5f5b,73029878,ae9127ae,fb5ec723,55cfe08d
1e3cddfb,bb43c1fd,1bcfdaf0,05f3070b,a08c1b0d,a57f1c06
d13a000f,7ad5d563,fd483d56,2c723d59,879de835,abefd56c
6c59ea16,e78f3ba2,bda2363a,d1fbdc2c,5a2d0d98,8bd6d1b4
cd4f3375,1bafa73f,dc2a6690,116555e5,c785c1af,d6e0944a
b6245fe2,96dfcdd9,8bab8986,3d8fd664,1d74445f,20fb923b
2b0356dd,67544169,e1a80855,caab5e88,86fc493c,4c5717b4
24d6f07c,3b629a24,fa54be8f,de824ef3,c13624ab,1fb46a58
adf35d01,9ffd3660,e9356fd4,44c632d5,76c859b4,320e6b61
36237cb1,e751d6db,ddb8d2b4,eb9bae05,3ae9046f,d172aa6a
9885d36f,83c1bf61,6b39a7ae,f3bc74c1,e8f818cf,1b446c0e
3f49784f,663c53e2,9190a5ec,aed9dda3,f7acf60e,59752bad
d898f9b1,dfc05ea0,7fd514d3,a74ded62,a0154a73,0758a711
25da1274,ac405b11,15feaaf3,3024b887,b9bef1e2,899a4965
5c93c76f,a37ddfb4,e2de6ee4,be4da98b,41a3b150,ffee18db
b4bc92db,61069cc4,da089489,6eb40652,bb0e084d,d5ba0e1f
af6b80a1,ee7a0777,8b0ff005,246470a4,6575f772,411187d6
3c6afdd1,1909457c,700ce276,4c661fa7,6905a70a,2563b8ad
1e574464,71c39807,6098b419,7ecff07d,115b2c1e,6f94dc63
e1f4589d,2072e88c,8e51ba6c,6fa5e2f1,ae2352e0,c186b011
019b67e5,4dec2061,2ae8713a,2b7316df,6704515b,4c774784
251ea9e2,eeb4b31d,b00dd85e,951371bc,5eb96b43,cbaa1aff
acbc333f,e0eaaee5,6c8b250e,c0371631,8c618beb,4c569dda
002dc707,ba7c95ec,bc2bd992,bc061e95,06574c7e,ba5152eb
312472b8,04e74162,314503d5,0061716d,35a242b7,35c333da
8e6c4eda,36af2bd2,feb852a0,70d41c7a,c8177972,b8c36508
c3c18b6b,6839302e,68da8204,ab1b096f,00e3b22a,abf8bb45
33d420af,c13e9f23,55c597ae,6611b701,94fb088d,f2eabf8c
671ded98,ca6c453f,d3dc0f02,b4c1e29a,19b04a3d,ad71a8a7
4eb9a258,4d4ee7e3,2e8447b3,603de5eb,63caa050,03f745bb
1415b30c,96652659,e71bbae8,f30e09e4,717e9cb1,82709555
43f09646,6997fabc,e129e82b,a2d97e6d,88be1297,2a676cfa
c961f465,eb55c213,ce425791,0723a3f4,25179582,22343676
dbd61a82,eb42474c,ae87dc91,7551c613,45c59bdd,30945dce
1d100f52,87050b37,c6f9a910,dbe9a642,41fca227,9a150465
bf43f862,dfb2d75c,e9a37615,56e08e77,3611a149,60f12f3e
9fff3edd,2c9017bb,f8e67960,671947bd,d4766edb,b36f2966
e3435559,b675f48b,a060e335,4323b66c,161517be,5536a1d2
50ae46a3,7659222d,1f15ad28,4fbbeb8b,694c8f05,26f7648e
66ef1d25,645c2278,3fcc93a4,59238e81,5b90b1dc,02b33f5d
1ea5952f,ceef379d,f4668850,eac31d7f,3a89bfcd,d04aa2b2
39af0736,05ca8b17,25acc8a9,1c03cf9f,206643be,3c658c21
4c32f368,0cdc9255,b998c392,f5aa30fa,b54451c7,40ee613d
3c01340c,a9b0acd7,d832acf8,e43398f4,7182002f,95b198db
f6de3de0,87300ddf,767de6db,80a3db3b,f14deb04,71ee303f
ddd22ade,16a57d71,21b97171,fc6b5baf,371c0c00,cb7757af
060bd31b,0efcddcd,64b5a0c5,62be73de,6a497d08,08f70ed6
f2e1d52e,36659ee3,3594823d,c7755713,03f11cde,c4844bcd
9780ea30,842d6863,bc21572e,2ba1bd1e,380c3f4d,13ad8253
67de6d67,3792b891,83ea9b4e,e434f629,b47823df,504cd5f6
cc26039f,923b4c9f,c4cb0ce3,08ed0f7c,56f0407c,5e1d4f00
edec1c00,7178599d,9117b808,7cfba408,e06fe195,9c94459d
94a80b75,704a8956,851f0e4e,11b7053b,f5558718,e4e28223
4aa6accd,e65e08fa,ceaa7124,840cdde9,28f479de,acf8a437
d7641b52,51cde477,3de4df87,ea80c4d5,6c293bf0,86a9ff25
3d0736ed,d321f635,1448ac60,294f9a8d,c7695a55,ee26c0d8
87f67917,7ab31106,73a4e7ab,f4529ebc,0917f6ad,fd456811
571bb5a6,7e456c8f,b9ae76e6,eeb5c340,c7eb1a69,295ed929
6fa680b6,41c0d6f0,d69b3ff2,b93dbf44,975be902,2e665646
4f504e75,f06b6117,772005e3,38704b96,874b64f4,bf3b2f62
3fcb5a20,3e44ecfd,bf0893b7,80c3c997,814c7f4a,018fb6dd
246d77ac,caf16d58,330756d5,176a2179,f9f63b8d,ee9c1af4
b3b59100,b2e8340e,18da973d,ab6f063d,aa32a333,015da50e
ff5b23fb,38178592,78946295,87cf416e,4083e707,c74ca669
804335ea,9b02de16,c6f6b8ff,46b58d15,5df466e9,1b41ebfc
6223389c,0e76f10b,34312b10,5612138c,3a47da1b,6c55c997
af454c42,8de4d7e2,041abfd1,ab5ff393,89fe6833,22a19ba0
5c1240ac,86bb1a9f,7b20ae62,2732eece,fd9bb4fd,daa95a33
65d732cc,6153f42e,a9b65fb6,cc616d7a,c8e5ab98,0484c6e2
a2a02f97,056e8074,37a79b23,9507b4b4,32c91b57,a7ceafe3
85604969,aa925b23,c063368d,45037fe4,6af16dae,2ff2124a
d04b8a96,da5df79f,8879f327,583279b1,522404b8,0a167d09
53f5f037,349feda3,2145396a,72b0c95d,15dad4c9,676a1d94
159c4281,7c994387,0358b429,16c4f6a8,7fc1f7ae,69050106
8239072d,811f55a9,4aa951c3,c89056ee,cbb6046a,03265284
e8677a92,a14083a2,8236ab00,6a51d192,237628a2,4927f930
7efac104,fcf93651,9ac1baad,e43b7ba9,66388cfc,8203f755
33e49277,445488da,55045011,66e0c266,1150d8cb,77b01aad
884aca32,6bf99d88,b5f3bff9,3db975cb,de0a2271,e3b357ba
6471ace8,9095c50d,a68feef0,c2fe4218,361a2bfd,f4e469e5
5b0610ed,1cf3cbcb,479b8d81,1c9d9d6c,5b68464a,47f5db26
b603bbf7,5d8c2c26,83f6bb91,35f50066,de7a97b7,eb8f97d1
1a906303,35e98913,079ba5c2,1d0bc6c1,32722cd1,2f79ea10
ec469dd7,acc53737,05cae9d4,e98c7403,a90fdee3,4083aae0
42478022,97e60a46,94e7cc59,d6a04c7b,0301c61f,d5a18a64
9ac693be,28c4d1b0,c1e8c931,5b2e5a8f,e92c1881,b202420e
743e3cbb,a2b10861,a565a021,d15b9c9a,07d4a840,d68f34da
72a03a04,04c32b0a,a98fed7d,db2fd779,ad4cc677,7663110e
f4f65ada,43c375e6,c5d12128,31277bf2,861254ce,b7352f3c
738f1c8f,a5cb697d,75fedc80,0671c00f,d035b5fd,d64475f2
574de420,ea9768f1,5dfa2761,0ab7c341,b76d4f90,bdda8cd1
0f717e29,99f77d7e,5acbfe2c,55ba8005,c33c8352,96860357
21841229,f8b57a46,a970d0d6,88f4c2ff,51c5aa90,d931686f
72dd0414,b8916a77,a0e14526,d23c4132,18702f51,ca4c6e63
e7c3fcb8,cf94429a,53bfc765,b47c3bdd,9c2b85ff,2857be22
26e9a1ff,53a8d543,d6852d08,f06c8cf7,852df84b,754174bc
d7ee84ef,abcb012a,9dfdeb51,4a136fbe,3636ea7b,7c2585c5
604286e3,454931d4,8f265ae9,ef64dc0a,ca6f6b3d,250bb737
f29478c1,3787fa25,59517041,abc50880,6ed68a64,c51382e4
4a8dd995,95422f20,d4f4643c,9e79bda9,41b64b1c,dfcff6b5
0df10c46,631c9df0,8324ad43,8ed5a105,e03830b3,6eed91b6
decb72cf,de04d161,d9657613,07ae04dc,0761a772,00cfa3ae
2bd86d00,0510a4b8,d728aa44,fcf0c744,d2380efc,2ec8c9b8
0a6a5e65,fd7185e8,fcf5d5ad,f69f8bc8,01845045,f71bdb8d
999fbe62,3821d118,7bad5a0f,e232e46d,438c8b17,a1be6f7a
4b5aac35,1cea6ebf,dcd72a78,978d864d,c03d44c7,57b0c28a
7f7c57be,13ef806b,bf03483a,c07f1f84,acecc851,6c93d7d5
385436e0,a2d33b58,98d3e796,a087d176,3a00dcce,9a870db8
58306ca4,95d113a2,4b5cd9f6,136cb552,de8dca54,cde17f06
fc5828f7,a25207c5,be4e81f1,4216a906,1c1c8634,5e0a2f32
530ec039,215b2498,23156dd8,701bade1,024e4940,7255e4a1
7d3afebc,08c71b84,42008043,3f3a7eff,4ac79bc7,75fde538
97ab4eb1,91cf037e,f2cfea3a,6564a48b,6300e944,06644dcf
75d11737,f14c497e,53500c81,26811bb6,a21c45ff,849d5e49
3ef5e611,7e2d7ecd,15f52093,2b00c682,6bd85e5e,40d898dc
d5067a9c,573d8705,d21f6ccd,07191651,8522ebc8,823bfd99
3c034933,ae0324a7,d639dee2,ea3a97d1,783afa45,92006d94
4e20dee2,18396837,dd6a4a4d,934a94af,c553227a,5619b6d5
75e76291,9668eb63,96ea4f45,e30d2dd4,0082a426,e38f89f2
05274331,7ba4b06d,1be93ba3,1ece7892,604d8bce,7e83f35c
ade838fd,60e96dbf,00c9f27b,ad21ca86,60209fc4,cd015542
2827d005,ce9ba93e,19eec69a,31c9169f,d7756fa4,e6bc793b
b5d5391d,d6837f3a,156bfbcb,a0bec2d6,c3e884f1,63564627
c48a5815,d7d44837,622c465e,a6a61e4b,b5f80e69,135e1022
92ea5b86,54a8a6f7,109a8b8c,8270d00a,44322d7b,c642fd71
b4a21133,a0d4ea96,1cfe461b,a85c5728,bc2aac8d,1476fba5
f0f78079,34709351,e6be9a81,16491af8,d2ce09d0,c4871328
589a1b04,d8c3862f,9c1c9a52,c4868156,44df1c7d,80599d2b
1d46e4d7,b4fb6a4e,abdd7cd9,b69b980e,1f261697,a9bd8e99
b5b4f52d,2bcbeb1c,d9fc4c7d,6c48b950,f237a761,9e7f1e31
b058a775,1872ac42,09fa68e4,b9a2cf91,1188c4a6,a82a0b37
fbb18c0f,83a3ebcd,a3f7e83f,58466430,205403f2,781267c2
13a97c09,33de55a7,138e3a21,00274628,20506f86,207729ae
c58aa704,b21fe6a0,1684037b,d30ea47f,a49be5db,779541a4
266f2042,303d717e,a22dd9e2,8442f9a0,9210a89c,1652513c
7135fe07,8c61aa9d,8d927bff,fca785f8,01f3d162,fd54549a
f3f34e8d,84186e35,fe6c0ae1,0d9f446c,7a7464d4,77eb20b8
270f48ed,5b5041c8,121f23c9,35106b24,494f6201,7c5f0925
37e738d3,6e9c5cba,c743638b,f0a45b58,a9df3f31,597b6469
1c324a38,625b16f1,b14bafa4,ad79e59c,d310b955,7e695cc9
2c856504,245ff93d,a4c7fd7a,8842987e,80980447,08da9c39
53728613,6cfe3dd9,46aeac62,15dc2a71,2a5091bb,3f8cbbca
e01df198,9d5a2ef1,83d51826,63c8e9be,1e8f36d7,7d47df69
8046e28b,ca964bd1,0eccf8a0,8e8a1a2b,c45ab371,4ad0a95a
e994532d,6635ad54,5e395f91,b7ad0cbc,380cf2c5,8fa1fe79
06d14223,3e21c837,eedb80e2,e80ac2c1,d0fa48d5,38f08a14
17670fab,26fbc136,74c03c23,63a73388,523bfd15,319cce9d
3bc1ae8c,85700cc2,793f97c9,42fe3945,fc4f9b0b,beb1a24e
3ee3c190,b70ba83b,89570626,b7b4c7b6,3e5cae1d,89e869ab
d7b1dea9,8b687560,a22f8fed,759e5144,2947fa8d,5cd9abc9
1091ff81,8a4698a0,caf3a2d4,da625d55,40b53a74,9ad76721
1e17c261,b96e8795,272618a1,3931dac0,9e489f34,a77945f4
97b5cb3d,1fef74e7,1f7b5db9,88ce9684,0094295e,885abfda
ea69fcc6,da16d348,56546387,bc3d9f41,8c42b0cf,307f2f8e
ebbcf5c4,b88e7df8,a3324680,488eb344,1bbc3b78,5332883c
1a049f90,f61f7cf8,5fb7533d,45b3ccad,a9a82fc5,ec1be368
82d69381,a2a6dcd3,56fd498f,d42bda0e,f45b955c,20704f52
fddb2665,28593560,b6b1b618,4b6a907d,9ee88378,d5821305
73cd5cb9,c3198387,581d3ce2,2bd0605b,9b04bf65,b0d4df3e
2f96f6a4,80fcb434,302ab954,1fbc4ff0,b0d60d60,af6a4290
fab85cdd,afa34a51,70c64ba2,8a7e177f,df6501f3,551b168c
95652b11,90c5babe,a5c5d9a5,30a0f2b4,3500631b,05a091af
3f2a36af,e94f79bb,762777ec,490d4143,9f680e57,d6654f14
8abaa280,2f520666,f5c3a22d,7f7900ad,da91a44b,a5e8a4e6
a54e65f3,0d7e6305,d9a85318,7ce636eb,d4d6301d,a83006f6
1e1fdb54,80daca8c,444e53c2,5a518896,c494994e,9ec511d8
1b6c0ae4,c950e278,9fb8bf0d,84d4b5e9,56e85d75,d23ce89c
c8deaa4c,070c62db,edca0f82,2514a5ce,eac66d59,cfd2c897
126c1e95,801c26e3,e0ff03c9,f2931d5c,60e3252a,92703876
f21fa7cb,92af8172,2e7fa61b,dc6001d0,bcd02769,60b026b9
6fac9cd1,a8084b07,c411ddc8,abbd4119,6c1996cf,c7a4d7d6
08b5ff8c,6d4f4b22,774e6a66,7ffb95ea,1a012144,65fab4ae
83e84959,f18722cd,1200c3b0,91e88ae9,e387e17d,726f6b94
1fd43081,93c706aa,a01e578d,bfca670c,33d95127,8c13362b
9813144b,5b7394e6,bfc482d6,27d7969d,e4b71630,c36080ad
010fb24a,beebdd16,e146c346,e049710c,5fad1e50,bfe46f5c
9b6be9ba,58023adf,7049eb66,eb2202dc,284bd1b9,c369d365
b8b46e01,7f0f501f,0c13c61b,b4a7a81a,731c9604,c7bb3e1e
ec611224,ec66aadb,630b6359,8f6a717d,8f6dc982,0007b8ff
d6ac675c,8d311978,013e46db,d7922187,8c0f5fa3,5b9d7e24
da9f338a,cff87a21,51061c4f,8b992fc5,9efe666e,156749ab
0c5bfe47,c632b361,bbdefa2e,b7850469,7dec494f,ca694d26
7f862b6d,209c79c6,aafcff85,d57ad4e8,8a608643,5f1a52ab
0fd285a7,3f72c3c0,74b21efc,7b609b5b,4bc0dd3c,30a04667
9e4af7ff,e6f3cdee,825c1792,1c16e06d,64afda7c,78b93a11
220b2ad5,33220ce3,b3f7de1e,91fcf4cb,80d5d2fd,11292636
aaa911c3,9eb61247,3c9cceee,9635df2d,a22adca9,341f0384
c93ef2b0,fd85974f,f0c20a8f,39fcf83f,0d479dc0,34bb65ff
29cf57d8,e53c8afc,2782e09e,0e4db746,c2be6a62,ccf3dd24
4bd70656,aa69c9ed,56c7b941,1d10bf17,fcae70ac,e1becfbb
021ab0f9,30bf5651,c5fa2e7b,c7e09e82,f545782a,32a5e6a8
5a226a2e,21892f3c,d90fbc02,832dd62c,f886933e,7bab4512
fb064d4b,7bb476cf,1f229984,e424d4cf,6496ef4b,80b23b84
33aee3ba,c8de25af,7065c2ec,43cb2156,b8bbe743,fb70c615
71dd9729,d50b1a18,bd85a6fd,cc5831d4,688ebce5,a4d68d31
cb6ff89e,0da8af10,4ab9ad13,81d6558d,47110203,c6c7578e
0ae1c44f,f6533e24,742192df,7ec05690,8272acfb,fcb2fa6b
55ca68c5,8b2c9914,1449a55a,4183cd9f,9f653c4e,dee6f1d1
93210d46,3d98ca76,85daf7c0,16fbfa86,b8423db6,aeb9c730
0d248cec,57a34b39,79ded6ee,74fa5a02,2e7d9dd7,5a87c7d5
f89c23d1,d86b1470,f5d03917,0d4c1ac6,2dbb2d67,20f737a1
c5540f0d,5a7a277a,031ecac7,c64ac5ca,5964edbd,9f2e2877
2cb9c943,3cbd4da9,0a916e5c,2628a71f,362c23f5,100484ea
0c5f65c4,dd6e5cef,64002b8e,685f4e4a,b96e7761,d131392b
efd1cfe1,7a3850d6,46060db8,a9d7c259,3c3e5d6e,95e99f37
3312fc29,ec1c1a00,e332ae3f,d0205216,0f2eb43f,df0ee629
3747e579,91608bf4,4865f85b,7f221d22,d90573af,a6276e8d
ec08e369,c848cc4d,acbebb15,40b6587c,64f67758,24402f24
16eb334c,410c9594,28343918,3edf0a54,6938ac8c,57e7a6d8
3f828e58,211e1515,b0fdfacf,8f7f7497,91e3efda,1e9c9b4d
c9870a32,b4170927,d5bebaec,1c39b0de,61a9b3cb,7d900315
4aa1ff04,8412f4ff,3e02212b,74a3de2f,ba10d5d4,ceb30bfb
c2cd0f23,8d0a8f3c,56c28022,940f8f01,dbc80f1e,4fc7801f
95c49fda,0df67dcc,72e1a2dc,e7253d06,7f17df10,9832e216
b486be2b,805592d8,13649040,a7e22e6b,93310298,34d32cf3
307f7506,a0923a16,b9f9c625,8986b323,196bfc33,90ed4f10
b753c5b8,746127df,8d70b006,3a2375be,f91197d9,c332e267
4da27680,73a17205,9a2e4433,d78c32b3,e98f3636,3e030485
b9b4ac42,2ff460d7,9a48cfcf,23fc638d,b5bcaf18,9640cc95
e48b5c20,c9833cfe,1e10998e,fa9bc5ae,d793a570,2d0860de
aec3ffc1,179081e8,a1f626eb,0f35d92a,b666a703,b9537e29
6209c77d,f5206593,1c5900c8,7e50c7b5,e979655b,9729a2ee
512d5fb6,ca630c62,558097e6,04adc850,9fe39b84,9b4e53d4
64727780,65dc347d,a5379b51,c145ecd1,c0ebaf2c,01ae43fd
42949368,bb860738,a6cb7e1b,e45fed73,1d4d7923,f9129450
70b9a78b,8e06c69d,9891f570,e82852fb,169733ed,febf6116
2a5a4f5c,f0c8d785,7dcdd2e7,57979dbb,8d050562,da9298d9
37d3f072,748769fc,fd8022b1,ca53d2c3,89074b4d,4354998e
fdc2c428,49bac080,a56fb615,58ad723d,ecd57695,b47804a8
395a83c3,a2e8448f,41730236,782981f5,e39b46b9,9bb2c74c
b9a1f655,a56b0449,6c2b209d,d58ad6c8,c94024d4,1ccaf21c
e5c08c3f,f4b973fb,e2ed7dfe,072df1c1,16540e05,1179ffc4
6a117a13,d0fb5b85,22788224,4869f837,f283d9a1,baea2196
4b055782,89291bb0,ba63f7df,f166a05d,334aec6f,c22c4c32
4498ea3e,fd9e551b,6532e6a0,21aa0c9e,98acb3bb,b906bf25
bb5f6123,6a12ae3c,e1c440a4,5a9b2187,8bd6ee98,d14dcf1f
75bc2e04,390f196a,38f37046,4d4f5e42,01fc692c,4cb3376e
abeee22c,5e461085,018f170b,aa61f527,5fc9078e,f5a8f2a9
0f45b1d9,e443db62,ae16c476,a15375af,4a551f14,eb066abb
dd0ddedd,25e0931c,84dba3c8,59d67d15,a13b30d4,f8ed4dc1
d0004cf0,76016ab2,d9bc140e,09bc58fe,afbd7ebc,a6012642
734378ed,acb1de65,6834c2f0,1b77ba1d,c4851c95,dff2a688
9aa55e7e,4400b97d,61bb074c,fb1e5932,25bbbe31,dea5e703
9aceccba,459cbee9,2f59d5c9,b5971973,6ac56b20,df527253
7cacc709,b6084198,7f0c720b,03a0b502,c9043393,caa48691
edea37a8,26fb7da5,7dc44446,902e73ee,5b3f39e3,cb114a0d
ff4a8dca,6207ed32,7f3f45a1,8075c86b,1d38a893,9d4d60f8
52a5f5e6,0c48da05,25745d74,77d1a892,293c8771,5eed2fe3
39ae4e1d,1a8beb76,6a94dc3f,533a9222,701f3749,2325a56b
720697e1,6317a267,ecbb6053,9ebdf7b2,8facc234,11113586
9cea6078,800f86de,4b93a922,d779c95a,cb9c2ffc,1ce5e6a6
7f77a2ec,96c0aedd,3dd9f5fd,42ae5711,ab195b20,e9b70c31
14cc1b25,2f445007,0c38f03e,18f4eb1b,237ca039,3b884b22
f573faec,a68035f0,ecf0ff0c,198305e0,4a70cafc,53f3cf1c
a76ecba0,644bc67d,2a041c74,8d6ad7d4,4e4fda09,c3250ddd
d2f84efe,4e4593e0,fe512951,2ca967af,b014bab1,9cbddd1e
0a6362ba,68d272e0,e010db1d,ea73b9a7,88c2a9fd,62b1105a
01d97028,a9231b02,feffe3b1,ff269399,57dcf8b3,a8fa6b2a
300fedaa,ab37355f,cf78daf0,ff77375a,644fefaf,9b38d8f5
03296bbe,f78ac154,d441c792,d768ac2c,23cb06c6,f4a3aaea
dce80d83,ef41fb11,bd649e75,618c93f6,52256564,33a9f692
f6945c78,addc0c1a,8c790ff2,7aed538a,21a503e8,5b485062
c1fe29de,f823aa3e,aa061fa8,6bf83676,5225b596,39dd83e0
9d087352,89801ce6,cd49af45,5041dc17,44c9b3a3,14886fb4
6e974743,16b514bb,20fad4ad,4e6d93ee,364fc016,782253f8
4381dad1,f13c68f0,9c3eaf1f,dfbf75ce,6d02c7ef,b2bdb221
805f3929,ddaf6d0d,08b81818,88e72131,d5177515,5df05424
43a02d39,62c5b625,5e07ba62,1da7975b,3cc20c47,21659b1c
f830abd1,8191dd52,3de752b3,c5d7f962,bc768fe1,79a17683
aa1a3ea5,43eeb34d,2793d045,8d89eee0,647d6308,e9f48de8
37dfd6be,0410a0dd,1cc6bf6b,2b1969d5,18d61fb6,33cf7663
d9fbcf46,f8dd93d2,613c28c5,b8c7e783,99e1bb17,21265c94
3e1545de,6fb88018,aa5ec22a,944b87f4,c5e64232,51adc5c6
55daf262,055c3711,45601a96,10bae8f4,403c2d87,5086c573
5da179bc,ee8772f5,bc12363c,e1b34f80,529544c9,b3260b49
3960a151,238965e7,63d1dc9e,5ab17dcf,4058b979,1ae9c4b6
a834e2da,81f74a33,cfc6b6bf,67f25465,4e31fc8c,29c3a8e9
2c3c13bc,7882fa8c,dd903818,f1ac2ba4,a512c294,54bee930
87051a44,56922a1f,53765905,d4734341,05e4731a,d197305b
a8ef3442,0518b714,96631368,3e8c272a,937ba47c,adf78356
d1617e0b,6cf0f358,ee22445f,3f433a54,82d2b707,bd918d53
abf578a3,dd4c3356,4e3b2037,e5ce5894,93771361,76b94bf5
c9918bf6,2aaeec54,f2549132,3bc51ac4,d8fa7d66,e33f67a2
432112a7,a6b9685b,43c7b093,00e6a234,e57ed8c8,e5987afc
79bcb386,4bf41fef,1bb43cdb,62088f5d,50402334,3248ac69
e8773a68,616bb802,04104547,ec677f2f,657bfd45,891c826a
81194f16,73518e1c,1e844df7,9f9d02e1,6dd5c3eb,f248c10a
f26051f7,2a366606,e9cf0ff5,1baf5e02,c3f969f3,d85637f1
5aac416e,7ef47ddc,3aaf97b2,6003d6dc,445bea6e,24583cb2
c32b2299,8eb9897c,57b7fdf4,949cdf6d,d90e7488,4d92abe5
0399485f,5c00588b,87853a1b,841c7244,db856290,5f9910d4
e0bba59f,184066d1,6b2be376,8b9046e9,736b85a7,f8fbc34e
56757545,21b93784,3a385021,6c4d2564,1b8167a5,77cc42c1
15d14619,202fb39f,42813a1c,57507c05,62ae8983,35fef586
