a0,a1,b0,b1,r,c0,c1,expected_and
ae08ad92,e99576c1,be0c21bd,062996c9,00000055,060c0144,06099214,00059350
a5849b74,22592e90,9cbec237,7ea5046f,00000055,849c8071,06850431,82198440
be96cf2a,4cdbdf2e,c3e96132,8ae3e0fe,00000055,c2490055,82410051,40080004
1d6a769c,f4514e92,ef8df66b,99e8d273,00000055,e909305f,89281057,60212008
feb74296,595ba27a,41166c92,9217934b,00000055,010460d5,8204801d,8300e0c8
d9e853bc,b1da5b70,07a74ac3,115d8236,00000055,00220895,00100051,003208c4
4c3a7875,279d2345,066ccdc4,7d2b02d7,00000055,02244955,69230245,6b074b10
5e86fa6b,0d2fe6a1,3c782b01,3708514a,00000055,10280855,1308101f,0320184a
9d0b467a,cfedc0a0,ffcb0351,c75bae02,00000055,52c20205,42428657,10808452
b4867e99,3698f578,efff0786,ec508090,00000055,821e03d5,801080d5,020e8300
f4751c52,7e44535b,b814766a,24de5995,00000055,8810465d,00104954,88000f09
6224ed7e,6576c3b6,26f861b9,7293730c,00000055,065020dd,0212225d,04420280
0b152e9d,edbc88b7,ba1117a7,20b812bf,00000055,a2010677,20a8027f,82a90408
490bad4d,2d18c14d,b0c5e5b4,20ad111f,00000055,20016455,20010055,00006400
2970a596,aa67dfd2,0bb52c82,b1e73f3a,00000055,03152855,81073a55,82121200
6fbbd59f,d2042b67,c58b79a5,89d66a25,00000055,858b78f5,89966a75,0c1d1280
9c433e98,ac46ef0d,35ece848,85a8fee6,00000055,3004c055,0000d0d1,30041084
7fa06bd9,05cd880c,5a987946,c1fed1fe,00000055,5a086111,406cc181,1a64a090
c3c58a1a,bca69bc2,88e271b9,9aea7cb3,00000055,086211cd,1a6210c5,12000108
8ced7fdb,d0cad67a,8bf4d7ae,3b8d2b46,00000055,082481f5,18052955,1021a8a0
e4151026,ed16b5e1,9f29cb36,d1fb32b1,00000055,09018153,010320d4,0802a187
b12cea61,196bdfb1,b9730490,491dcc61,00000055,a84304c5,08050415,a04600d0
1557357c,381954b3,430c21b5,76f33c92,00000055,010c21d0,244220d7,254e0107
2a857f57,3f719c1a,1b223390,c4eeaa37,00000055,11202355,04e4a250,15c48105
51def733,a170d122,c7d020cd,efc73a21,00000055,c0802054,e0862254,20060200
9edccc60,0109d562,e9abb910,fb0ccbe3,00000055,89811955,9b040957,12851002
ff89b5e3,696bfb3a,effe78d5,968344ff,00000055,86e24884,9682448c,10600c08
7311b518,a799d146,43dc72db,2cf25c31,00000055,4088600f,04804445,4408244a
731e4a37,fee0e90d,562c92fe,fd01f01f,00000055,042c826f,8d00a04f,892c2220
18ac2dc1,393fecbc,f12556ca,8ddcb8da,00000055,2101401d,0190800d,2091c010
df08584f,9c3edcc2,84fcabe4,26c3d8a7,00000055,003480d1,020280d0,02360001
3cd139a0,ee01927f,48754ebe,6bbef79b,00000055,40500acb,4290a3ce,02c0a905
47a060bd,284ed0e6,55a8743f,65591f33,00000055,45a8304e,65481046,20e02008
cf04a9dc,f92416aa,85f7de3a,58909ae2,00000055,04209e67,10009a37,14200450
bb74d080,e4e4385c,840b88d0,6a56ccda,00000055,04008885,4a10c88d,4e104008
40805107,17975edd,5625a719,50ebaa86,00000055,5605074d,50030ad7,06060d9a
a7fd6e93,fc89e677,2bc7f5e6,12e42938,00000055,0b4480b1,12640875,192088c4
6cf6e272,eaba9a44,f34d6cd0,3887cbd5,00000055,824c6845,00044841,82482004
bd5585c0,345aeb3a,14806fc3,4760b90c,00000055,00006e97,0100285d,010046ca
da0d93f5,d10e80b9,12d90fb6,33eae53d,00000055,02010351,03020159,01030208
ad66194d,ed8baeb7,e36ee553,fa3bfd19,00000055,406ca507,4029b54d,0045104a
97ae4de4,8ecfa62e,686bec06,1cefde79,00000055,0861e857,1861ca1d,1000224a
85f30b20,bb4a4f57,0084e713,211e95b4,00000055,00804446,20180461,20984027
c92b6a33,707b6d00,666b5a23,b110d64b,00000055,20400276,b1100656,91500420
10d99fdf,cdf7b0c4,221de849,1b3afd54,00000055,000c285c,192a2d45,19260519
87fec364,99898498,924309b0,df5b2ffd,00000055,124301e5,1e5307a9,0c10064c
4f657073,d26d69f8,2ce33672,a187f9ce,00000055,0c001057,810019df,8d000988
bbdc8f7e,cdb5d68f,c3c198e5,bced7366,00000055,424118b4,34695135,76284981
4b99d06e,e91a53cc,65e82810,f7dc58e1,00000055,20800055,a28000f5,820000a0
97c5ccd6,0903cbb8,c0741ea5,944a851a,00000055,80440671,9442055f,1406032e
c38d799b,3b13e237,ebddea3f,fc151dc1,00000055,e89c8a79,f81419d5,108893ac
849eedde,6796dc7e,6af95f72,449a4e7d,00000055,62081175,40080075,22001100
2cb8ce49,1398bcab,f457cb94,3d60df55,00000055,340042d5,3d205215,092010c0
8314835b,e5e721b4,46183085,1821c461,00000055,461020d0,00218034,4631a0e4
e4c8a407,21ced54d,62d0eb3d,f5926f25,00000055,4000615d,c5026155,85020008
d1016f7c,720a55fb,8ce35b1f,0565ab59,00000055,80031a52,01012a54,81023006
51abba71,5bc3f1cc,cf6de3c6,accf2d2f,00000055,0a6843d1,08480978,02204aa9
31302704,b8235cce,20ca6eb1,f5cc4184,00000055,00026ad5,810041d5,81022b00
38ebc972,3cb4439b,f78ad826,05ee3ea4,00000055,040a8875,044e0af5,00448280
e4160e05,6cfd12fa,0566ea03,03108643,00000055,00620856,00000416,00620c40
f947b460,75179833,7b6bb346,69e445a8,00000055,08402017,08400455,00002442
7da4b7fd,69d57208,400159eb,73b32782,00000055,000141b4,103105d5,10304461
6c61b583,3fbb07b6,b33d744e,5a3552c1,00000055,13183051,52101254,41082205
f344b16d,e23ae6f4,d14ebeb8,821d646e,00000055,114e16cd,001c445d,11525290
c272c9b4,2bbc548a,7c99c0d1,df90cd3c,00000055,68888045,c9808d69,a1080d2c
3ec619b4,a984cd45,2eb79617,f534ef98,00000055,06029444,9500c4c5,93025081
246f0d27,56833ac6,75d439f9,60f8e90a,00000055,70c431b4,60e82155,102c10e1
6da40147,5bdce58b,44497693,92c888de,00000055,044864d5,12488099,1600e44c
50d0277b,8c3e7532,fceba1f8,fd53c28a,00000055,dcea001d,dc42425d,00a84240
99c9c452,822ec334,29154494,8ec998ed,00000055,09050451,0ac10031,03c40460
497fa804,e0d7996b,083f38b0,4b1c1329,00000055,08283075,0908117c,01202109
a8eed0a9,ce92dbe7,4bf57fa4,8aef6277,00000055,42740b51,026c0213,40180942
2f62fd39,4dd50be6,18c7fb7a,ee308f27,00000055,0087f20f,62308652,62b7745d
a5cc138e,3ca0648a,353ae169,63f294d6,00000055,11286155,01601451,10487504
7d8b4bec,7387a7e4,175404cb,21a025b2,00000055,0604045d,00002455,06042008
fe6ec448,779b6bf7,57b65c37,ce4e85b6,00000055,01b40c62,884485e3,89f08981
a25b5837,a5e52f43,945e2f08,4f5ce7e4,00000055,041e2755,071c6731,03024064
b09b464c,80156cf7,60fa1861,37f8f03d,00000055,208a0874,3088206c,10022818
7f8dcf46,6304811a,1752824b,78623593,00000055,1400021d,18000445,0c000658
f4637b44,89d04895,8ee2293b,66848564,00000055,0ca22144,64800115,68222051
022c3005,6d848a4f,a9cd405d,971b9cea,00000055,2988001d,0708981f,2e809802
c2e08c40,e43f49fa,b97fc1e7,9b181ff0,00000055,205fc1f7,021805e5,2247c412
847ce2b6,4dfc9647,2399d53f,da9ebaa2,00000055,01805464,c88030f5,c9006491
7344dcdf,f49ff461,bee10e3b,6fc4f8ac,00000055,86c1086f,07c028f9,81012096
95fe6067,80a79d50,62696bc1,f6646050,00000055,00496954,14406045,14090911
0fe5ad79,3902e965,0581beef,5ada4454,00000055,04810459,12c24441,16434018
cc764ada,7a0d3f22,b74a9ff6,89f56f77,00000055,b64a15a5,80716525,363b7080
971e9332,3e5d5047,209fdca6,ff8ad990,00000055,2003c071,a902c145,89010134
b6c311f2,9adb0608,d17c5d23,490f12f5,00000055,00181577,080812a5,081007d2
c48a3cfa,9f2bb064,73d34cb4,482163ed,00000055,53810cc1,482100d9,1ba00c18
194859c3,46eae86e,c6a4aa6c,eb325bbe,00000055,46a0a079,4b2211f9,0d82b180
6dddc8ce,f8cdd389,ec406af9,a8a19767,00000055,84000a14,80001312,04001906
befea9f8,26330446,6a48457e,13a99ebe,00000055,0848056b,10898ceb,18c18980
ee217554,d9f92c5c,9bd07a67,9188e7bb,00000055,13d05855,1188415d,02581908
20c572a9,598560bf,cc16785e,9e3bc8e1,00000055,48001043,18000055,50001016
e7d64dd3,91449c32,1ad606cc,38a10cae,00000055,12920095,308000f5,22120060
b89a88c4,c79899fe,cfe3ee9b,2cea8f7c,00000055,4f02004f,2c02016d,63000122
9ae9fb36,a5408034,71957f0f,ab21504e,00000055,31817b57,2b215057,1aa02b00
3162ed27,f14356f8,601977c5,f8e57a00,00000055,40013390,c0213a55,802009c5
6783819d,f786149b,4ff1a36c,e8e00f08,00000055,00018151,80000555,80018404
299aede3,b52465a0,be7dc12e,77195f7b,00000055,9c3c8057,14180816,88248841
30076297,95167039,df1ec9ca,e58f7b7b,00000055,851000df,a501127f,201112a0
2baacff8,df062e5c,8e0183fa,1b1c2753,00000055,840081f5,100c2155,940ca0a0
a8736911,be23f29f,6e0b7d90,a4ad9e4f,00000055,060019d5,04009a5b,0200838e
63d4e3e6,12329741,00895eb9,a7db6e05,00000055,008054f4,21c26450,214230a4
5075471b,e0a85918,2c93d8d6,bb4591d9,00000055,20911857,b0451054,90d40803
86e11916,316ab7a2,19303ed2,396ef343,00000055,11002ec5,310aa255,200a8c90
a1a89ed2,59d673be,356c9747,37c097b2,00000055,306c8511,30408575,002c0064
64cfe689,87781635,bf4baecd,2f2d1107,00000055,a303a0d9,23251051,8026b088
a119bcde,6f8ea357,34ce98d7,a448214b,00000055,048618d4,8400015c,80861988
2b7c238f,6ab02e3e,d6c65aa2,d6ed12e8,00000055,40c408f5,40cc00f5,00080800
c7ea376e,2d75f608,b39cb3be,120b9ba0,00000055,a29c8173,020b8175,a0970006
b5439c8a,1c7daf49,b32247d8,a14328ef,00000055,a1220395,a1022096,00202303
8d23bea0,0c43d9f7,9b12574c,26d7b719,00000055,81004711,00402744,81406055
65c8ee2f,0544aa42,aa4cab76,52899e3e,00000055,200c0031,40880479,60840448
a070503f,ba6ccc77,f231726d,e860a1d1,00000055,1210101d,08008015,1a109008
f752f287,eb0ab41f,359109bd,aad85f74,00000055,141000cd,08584645,1c484688
4f339668,67408bd1,5613c250,e41f8b22,00000055,00130045,20130975,20000930
20f219c2,1068d995,0721b4eb,5d591370,00000055,00008016,10180005,10188013
97870cda,c9644b7f,16e64b7e,345f323e,00000055,16e24371,14430271,02a14100
2a89a15a,d6fe0f82,0e5e26c5,af36af4f,00000055,0c562695,ac36ae1d,a0608888
9755b9f1,c79a4ca4,8e87f724,20db20d5,00000055,0087f551,00cb2000,004cd551
a5c88ee4,403dd8a6,6460a152,b8cc52b5,00000055,64600017,a0c45255,c4a45242
48b27bd6,a30b6f02,e9f7d653,494d1e5b,00000055,e9b11405,49091405,a0b80000
99bdd29a,6bacdd12,4e1f08e1,2e7a8914,00000055,421108d5,22100955,60010180
c849a061,0a2fc869,b6b663f4,5394d39c,00000055,82266055,4204405d,c0222008
2541bc1b,ac312cd3,69dd9314,66fda7b4,00000055,09509055,007080d5,09201080
ea957cd7,b29ab5ea,b9c86970,59c2d807,00000055,18084965,5802c850,400a8135
5f07bc4e,6c9f8aba,fad63d62,499eb369,00000055,32903435,01983235,33080600
459aa33e,6c267e7c,9a4168a8,ee6e3d2c,00000055,08004855,282c1d55,202c5500
b98cef64,f6c6f916,d7847849,04c1d037,00000055,47001015,04401067,43400072
12f26dc2,5382d07d,f30b2860,31e0ae43,00000055,41002875,0160ac56,40608423
a9916906,590953c0,41fb899a,fbbe7500,00000055,409808d7,f0983055,b0003882
a8829d53,9366b6ab,93c335e8,055e2d20,00000055,13c021bd,01442975,128408c8
53534362,e3502d14,a602f8e8,5771eb74,00000055,a0026835,10016a21,b0030214
8cfc8779,6a0f4ef3,661bbfc3,39f88328,00000055,661389d7,20f0815d,46e3088a
1e19ce42,2b26f0fc,f83ec737,b2abb31b,00000055,303e0663,302b324f,0015342c
6147bf0d,a5231974,67aadcf9,43250994,00000055,4420842c,40240045,04048469
b964936b,5a1e49e2,f2746826,02b4ee08,00000055,e2704855,0230ca5d,e0408208
022ae473,e70197b9,19773316,4d73da0f,00000055,01233357,4523525f,44006108
f897f0d3,71c9b80d,98a51f80,700b6c77,00000055,880408d5,000a4803,880e40d6
e1354361,f3a27a41,664e70d2,56251b66,00000055,02063055,12051975,10032920
4e7f7036,cf7ca4fb,13c06b56,e1aeb38b,00000055,01004011,810290dc,8002d0cd
0fe1967f,7a9e6c5c,021e2cc8,2dc1eefb,00000055,001e2855,2541ea76,255fc223
469997dc,1122ec51,2990d136,21bd7620,00000055,01905151,01b97255,00292304
20cbcb60,7596fa48,e08e976b,b136a315,00000055,400c117d,11142155,51183028
f230bbe7,935fcb8b,a8b7af36,9898dd94,00000055,20272071,00085051,202f7020
2e3f9568,817cfe42,4a18df97,cfb547fa,00000055,0a004b57,8f01437f,85010828
6541701b,61530f53,29366f24,59fc4ec5,00000055,00126f55,00104e15,00022140
bd6b234f,e29a09a6,deb5927b,77facc66,00000055,5eb1023c,57f00835,09410a09
1650381a,83a8ee2a,85abf0fe,bcb919fc,00000055,85a8d065,94b81065,1110c000
f47954fe,f61f5ae0,335efd5c,f3d2c9d1,00000055,02460c49,02420845,0004040c
66730d05,3876da26,25461f32,2a069a21,00000055,04041777,0a049274,0e008503
0fbd8d01,79947a1e,06357ce5,12e67867,00000055,06217450,12207052,14010402
0be3da4b,384759ec,073b1ea6,c4e06a02,00000055,032002f3,00a00257,038000a4
324b7745,8d3635ab,72c94441,70a3c35d,00000055,32494015,30214219,0268020c
856f8773,2d2f640d,391b555e,4cf25dba,00000055,2800410b,0840416f,20400064
84de2e14,cc96eb18,3630b352,e79526f4,00000055,00008155,40000451,40008504
b7c59a81,03c22619,96984254,55f6990c,00000055,94000045,1406985d,80069818
5b4fd70d,decd110d,dac84d62,6cee8a6b,00000055,80804455,04828255,8402c600
f7b8e6a6,34e095c8,61e8d030,3d49b722,00000055,41485075,01483377,40006302
1c913ba3,ce175542,764da110,84ae3b50,00000055,52042055,80862a15,d2820a40
2b14d626,18555341,cde892b5,0c603dd3,00000055,01408070,00400516,01008566
eda2dfac,5e5118c5,62c8ebee,14b94f0a,00000055,22c0c33d,10b1475d,32718460
9c4ccfb5,c5633dd5,816dd5ba,22b76782,00000055,012dd075,00276255,010ab220
de7b499a,e7b5cfc7,4881e167,2b7a7f21,00000055,08808010,294a0654,21ca8644
f35147cc,b587ad72,25cf01fb,fd333127,00000055,04c600ef,44122073,40d4209c
85d96051,7066b380,410ee8c4,3bf15f0d,00000055,410ec095,31b15354,70bf93c1
d328313a,07c66af9,ebee7998,393d01d2,00000055,c0ee59d5,102c0197,d0c25842
5c9bfab5,5f5bd944,ef8d2f8f,c7565e11,00000055,038023d4,03400244,00c02190
ff906f66,1d9bd819,c1fc77b2,c9bb1e4b,00000055,c0083767,c00b161e,00032179
943df86f,7dedfe74,9cf49d89,f2747d33,00000055,88d0045c,e0500446,6880001a
906d74b0,07ab5152,8ebfb6a0,2c110746,00000055,868624f5,04000517,828621e2
a80cc8e8,7df75454,8f28b3c1,ef937bf5,00000055,852890d5,c59318e1,40bb8834
6ddbcbc2,1a4d6d8e,577f7ff7,42394249,00000055,57162611,4210021d,1506240c
412a79a8,67bfa2a5,b9bef1db,8fdff69d,00000055,2094d15c,0695d258,26010304
6d740c29,9b75a364,29d472b2,a267e8f4,00000055,20002255,a201a811,82018a44
6499972e,e8c36e4d,235cbf8f,456e3d2b,00000055,0058b956,044a3976,04128020
a036201c,ce44a22f,1ef42300,ed788efa,00000055,0e700255,6c708267,62008032
35d47dbf,c87dc4f9,ab185ac6,bd73b34d,00000055,a9081813,bd21b111,1429a902
11c4628e,390386b2,151afda6,a284fc7f,00000055,0002e471,2084e469,20860018
d910532d,9126a212,68ccaa29,34bf7a1c,00000055,4804a07c,00367049,4832d035
20bdbf34,1f06f5c4,558fc23c,6ade0e12,00000055,158b4265,2a9a0a45,3f114820
30f7dfb2,fabd5a93,9305d00c,e029bc49,00000055,82008055,c0088454,42080401
a5680345,87748d6c,192d5a53,262bcf70,00000055,000c0a54,22088e75,22048421
f3d440d1,74a97e35,e8739f84,3eb21e3b,00000055,80711ed1,06301e75,864100a4
bd35b3d7,91793bcb,19e28d84,afd954bb,00000055,08408851,2c48004d,2408881c
0b1e9a16,67ccf2ca,b93601b9,bbb0df31,00000055,281200cd,28904845,00824888
5f3aa369,d34db0d2,5f5d0f9e,8f2408e5,00000055,0c5503cf,8c2400f4,8071033b
8d66bf23,5f7cd511,caad0ea7,8e880bf6,00000055,c2080a77,82080a67,40000010
1e05ec01,6410a875,7a946835,7bc5d55d,00000055,7a144061,7a054401,00110460
25922871,aa9bd3cf,4d0ccafc,898ca9da,00000055,0d08cae9,8908a9cf,84006326
ef6cf641,a580c027,5ca8ccfc,f51e2cad,00000055,48a80431,400c2471,08a42040
f5347ac4,04d070cd,fdfaea7c,f5e24a2e,00000055,f1e00a5d,f1e00a5d,00000000
8c20bc6b,d40708ea,d9159b3b,77072fc8,00000055,58059054,500724d5,0802b481
d8d2dae5,4c12823f,ac92e0a2,b383015a,00000055,848040d7,9080000f,140040d8
6b412b03,27d5e733,d0bb5976,2c83d011,00000055,40904865,0c80c045,4c108820
e8bccc97,99ba3480,968ee9f7,b143d752,00000055,1006e842,3102d047,21043805
aa29c8e8,df786186,c0f3f9a3,b66cde4e,00000055,4051a977,3440881b,7411216c
6603a6e2,e9d66d06,2745def6,698f1a50,00000055,0745cab1,09850a15,0ec0c0a4
427e3ab1,ebc60210,0e9aff60,e7251f77,00000055,08983875,a1201874,a9b82001
b42dfda6,db33330e,e25d3744,fd192541,00000055,621c0655,6d180455,0f040200
887dc60a,84354060,c12c1e04,ff497d74,00000055,00080655,0c480435,0c400260
a8529a70,68f7bb25,3776b848,76649773,00000055,00242015,40240104,40002111
5f1b9d9e,f1336421,e391eeb1,ba570fc4,00000055,a200e8e4,aa0009d1,0800e135
8d5cacac,3ead84d7,36e6d04e,992407a9,00000055,32e0001f,9120007c,a3c00063
845a2fe6,735b6164,2256ac26,e51eabbc,00000055,22000c57,e5000ad5,c7000682
12b7ec60,4bf6108f,a43244b3,24dbaeec,00000055,000044f6,0041acb9,0041e84f
bbe024f9,ac7af4dc,6e43a7f3,a333dd53,00000055,06028074,0312d054,05105020
452e5856,168db6c8,87a1bd75,f67945e3,00000055,03a1ac41,522144d7,5180e896
c88c7547,32d29d11,0830b2fb,2febe69e,00000055,0810a007,2a4ae043,225a4044
7fc410f0,f61e6275,9a70a8a6,16688d80,00000055,885020d1,004800d5,88182004
37f570cc,53528169,4cde9f05,0762371d,00000055,44869150,04223150,40a4a000
894810be,89199f96,666374a5,4d8c7aad,00000055,00410475,00000a7d,00410e08
96abf64c,95e34d0d,468d449d,aa4ec663,00000055,02080054,02488214,00408240
9b97d5ae,33dd4a28,843feffd,0dcdfebc,00000055,800a8fd1,08489ed1,88421100
4dabaaef,7175010a,e02ad2f2,5375bedf,00000055,200a82b5,1054aa90,305e2825
3f9acb21,910dc575,5eccbebd,a4e7c633,00000055,0e840e41,a4870645,aa030804
63d33b56,1176c197,35ada436,4d3e313b,00000055,30a5a055,40243054,70819001
0b29f16a,2c85f75b,415e94a8,e021e858,00000055,010c0475,20200045,212c0430
d1842d42,8f44b7ff,fb7f3d97,d0bef6cb,00000055,5a4018c0,508092dc,0ac08a1c
aa901cbb,61e04fc4,9138374b,e0561c46,00000055,8130131e,c0501013,4160030d
11a0e938,7a52de95,4da48645,fe579553,00000055,49a00650,6a521554,23f21304
02c37154,474c3f92,607c5942,1ee82efa,00000055,400c4817,04880e97,44844680
1c6b7b94,c83ee020,0f080c15,296b23f3,00000055,04000841,004103e5,04410ba4
a80c7d14,cfcd16f1,f6b94f15,554dc464,00000055,66814b50,45414031,23c00b61
e34aa626,48ea4380,203ecbf5,8bb6feef,00000055,2020c1f1,8ba0e4f3,ab802502
6f308052,799f4e0f,166db8d8,ed8b507b,00000055,162d880d,048b400c,12a6c801
5f697e5c,0deae2e2,dc2c2430,43ac407e,00000055,50000465,4280006b,1280040e
3299014f,49c9d8ae,cf027117,a9bf960a,00000055,4b005154,29109055,6210c101
aa87dd4a,0c58035b,49353031,2032f191,00000055,00151044,2012d044,2007c000
41933178,57422f95,7aa73e3c,f42031b3,00000055,12811e79,140010f4,06810e8d
1b96e77b,5cd13d06,a115abf6,1b7c6957,00000055,01058a21,03444800,0241c221
57190a86,007c4d37,8cc9cd7e,5c4e7809,00000055,04414565,54444054,50050531
de90aebd,b1af4875,d1b54d18,ab0d41b5,00000055,4135445d,2b0d40d5,6a380488
9d969beb,58673725,faae0164,922cb8cf,00000055,c0a00011,8020a89b,4080a88a
1ed6f044,76add13c,e6c2e57e,883df3c5,00000055,6042212d,08392115,687b0038
0aa92f62,8cb49558,3cd05fb8,55a18cdc,00000055,04101a6d,0401884d,00119220
fb636356,a989f59d,1f4b17a3,a3f12b29,00000055,124a16d6,02e0025c,10aa148a
a12dba24,5c00c517,7b190e8d,a40b4948,00000055,79090e54,a4094955,dd004701
dd50f194,057538fd,e421c3ef,54171d13,00000055,c021c13c,50050954,9024c868
9fc344da,9f31309a,15a6d262,e31c29c0,00000055,00a25015,00102015,00b27000
f48786ae,d3e81439,9b1ad154,e337e26d,00000055,030a9041,23278250,202d1211
4eee028f,483d73f3,06e0114c,c7bd279f,00000055,06c01119,06912149,00513050
e1546eb3,329f4aed,725d95d8,45c9d739,00000055,5249040d,41c9044d,13800040
559ee678,d6bb408e,0b05c85f,32f4fb4f,00000055,03058003,0224a213,01212210
31111229,2963ffbf,cfcd779e,e268a3cf,00000055,084065c3,0060a1d3,0820c410
1da7f90c,8b1bf1ab,4dee77b0,65144ab3,00000055,04ac00f5,041408f6,00b80803
41701f50,389c5427,35e88ba0,125b5b62,00000055,31e80b75,10484b37,21a04042
de3e5b59,4036e152,d0c61077,06e70a35,00000055,90001056,06000a54,96001a02
96e80fe5,643f9d60,ce14caa4,088d7b9a,00000055,c21482d1,008512d5,c2919004
364881c1,cce2a23a,05b146ef,6ed049dd,00000055,00a002be,6a80018c,6a200332
5d6f0325,9816aebb,c1809b30,6ca97076,00000055,c1008945,44292043,8529a906
c25ed3e3,de29b3e7,32784b6c,95e0debf,00000055,10704051,14604051,04100000
c1266aba,ff67c1e5,49356713,575f06cb,00000055,08012346,1641021e,1e402158
3beac5d6,6b1f2f10,c68f41a7,9c5faaf7,00000055,408540d3,1055aa93,50d0ea40
02e1beb6,626d34a4,513eb862,90929cc1,00000055,400c8857,00808855,408c0002
5fd858a9,3cb6adad,457692ef,5504e3e5,00000055,41669051,4104e151,00627100
bb80b7e5,2031cb62,373db74b,f9cd1aa0,00000055,13313456,998118d5,8ab02c83
aecbc194,2afd9379,ce3ef39b,cf414fb4,00000055,843652dc,840042f1,0036102d
de678e27,4fdbd8a7,61e2b8e2,2ae7bdab,00000055,01a010d5,00a414d5,01040400
bf3b0bba,a58bbf07,98d798e0,38c8e157,00000055,189090f5,1880a040,001030b5
3c1170cd,e609ddba,ae2d30e7,f30d9026,00000055,8a082032,d2088073,5800a041
d5d7ffab,afcfc74e,2194c73f,a7818739,00000055,20100070,22000074,02100004
d1b5a063,0a62ca68,2e761021,82e711bd,00000055,0a560054,82c7005c,88910008
4722bf50,9fbda87e,539e045d,a09e2192,00000055,509e0459,809e0157,d000050e
813678a6,fc9325b9,ec53a400,abcc4bdd,00000055,6c010455,29844948,45854d1d
fad0f1b2,7ac895a9,7f9ba0da,c0b19340,00000055,0018204f,80100055,8008201a
284f944a,46e83b41,b9b3fea0,09fec9ba,00000055,28a3ae55,08a6895f,2005270a
08a06326,906025a7,e30d2d19,9c891b20,00000055,80000454,98800255,18800601
0b5a5b06,a0d389f2,30d785b5,354e1f2d,00000055,208180e1,21081271,01899290
dcdc1734,8e301ccb,f074cd49,f54f0838,00000055,5064091c,504c086d,00280171
e440f8a8,01db58a8,2cc1bc9e,a63cee91,00000055,2481a055,a418a055,80990000
d0e5402e,5d31b617,d45cba0e,441ea0bf,00000055,8454b25d,0414a06c,80401231
ad62e569,8bbbecf8,2495b8f5,41c6cb8e,00000055,249108c4,00c009d5,24510111
9d9797bc,662d8675,961c256e,ac7b7142,00000055,9218011d,a83a1115,3a221008
64f20051,0d2214d7,d8fd51e7,4a05ccb0,00000055,48d010d3,480004d5,00d01406
e7cc16b5,fba5d6a3,05394f1b,9029245e,00000055,04294047,10290043,14004004
fe73517d,f56a62fa,1acce86a,951f806a,00000055,0a082057,01190057,0b112000
3fe0c950,f6a45712,4dfb3fbc,4b00841e,00000055,49401e55,49008457,00409a02
5c8e06de,572755ee,0a054a04,6033917b,00000055,0a014255,00211165,0a205330
c1eb3fa4,cfd52f4e,861ac29a,49d4ef07,00000055,061a00df,08140057,0e0e0088
a2b0db81,40b20baf,c1decbcc,8f5c029a,00000055,c002c059,8200005f,4202c006
479388b1,201d7db5,902f77bb,43e7ca29,00000055,000e7555,4386c055,4388b500
7d55c2b3,3a7c32be,e7a543f7,be080b28,00000055,47214050,0608005d,4129400d
34eb7611,91129c63,c9e1b93f,67a1c00b,00000055,81e1a867,25a1c057,a4406830
dbec42fd,87ea2df9,49be2749,07219f1c,00000055,48062755,04000f51,4c062804
22046fc2,1cdf52d3,25be8d2f,2b0bd2ef,00000055,249a0d54,2a0b1054,0e911d00
67313481,cb5e72f9,9e938261,97bc3641,00000055,8c030235,842c0615,082f0420
f01996c4,27e7938f,75938c5e,4855cb0e,00000055,5592041f,4054015f,15c60540
5fec2033,a278f666,d163595f,711813b5,00000055,d1005000,71101240,a0104240
593cc469,5e9659fb,8e965bf8,f999170a,00000055,068219c5,01881557,070a0c92
d35b45b0,8598fb7c,8068ea8f,2647ad87,00000055,0040aad9,0643acd1,06030608
6bb14365,df6c3815,c4b01908,ec7d04ce,00000055,84901955,a45d0015,20cd1940
9b30c64b,ad09881a,607f2af0,79e22dca,00000055,20390a05,30200c15,10190610
9a3f120c,6520e35c,d03972fb,11a14cfc,00000055,d0197005,11014005,c1183000
7399210e,b0fe3da9,321c3cfe,ae46cc8e,00000055,02041cf3,82460cd3,80421020
ff1c2d73,0f13688a,1ef14454,7ad35143,00000055,10014405,70034114,60020511
b531edc1,59b24a7d,2b512623,eba9df2f,00000055,28012675,e8818779,c080a10c
ae532eea,99cef606,f218816a,22c6c638,00000055,3218803d,2284c07d,109c4040
da020730,d5c9c9e6,8628b91d,e35a0e50,00000055,06088841,034a0e05,05428644
0c628acd,9b2f7d69,cc6b33b4,bd61327b,00000055,844933f1,95413275,11080184
beabf824,87359857,57fef354,865a3c01,00000055,119e6005,001a2054,11844051
d46d5ffb,dbe7705c,e268e94d,b1dac33f,00000055,02082950,018a0372,03822a22
4d6b2a74,d562ce2e,a613afe6,30c5753e,00000055,8001a417,1001644f,9000c058
65511bd4,1370f024,5e2a44b2,85f2e7a4,00000055,562040e5,0420e3f5,5200a310
0ae0a487,0e017f45,74506c38,63612b3e,00000055,04404855,00610b57,04214302
d066af4c,55fc0112,1dcd6d18,3a42d986,00000055,05882c4d,00028853,058aa41e
d235e352,4ac266c2,d0d4d345,c3eada73,00000055,90d48155,80e28045,10360110
ca0f6189,09179ae8,ceaa8650,947126f1,00000055,c2088215,80102234,4218a021
86208612,21f04d73,91c6beab,2bfcb827,00000055,81c08a74,23d08874,a2100200
9e923e22,ed27feae,d4a1b4ce,9f6ae2ab,00000055,50a180d9,1320c0dd,43814004
